"property_id","PostID","Offices","Agents","Board","ListingID","DdfListingID","LastUpdated","Latitude","Longitude","GeoLastUpdated","GeoSource","AmmenitiesNearBy","CommunicationType","CommunityFeatures","Crop","EquipmentType","Easement","FarmType","Features","IrrigationType","Lease","LeasePerTime","LeasePerUnit","LeaseTermRemaining","LeaseTermRemainingFreq","LeaseType","ListingContractDate","LiveStockType","LoadingType","LocationDescription","Machinery","MaintenanceFee","MaintenanceFeePaymentUnit","MaintenanceFeeType","ManagementCompany","OwnershipType","ParkingSpaceTotal","Plan","PoolType","PoolFeatures","Price","PricePerTime","PricePerUnit","PropertyType","PublicRemarks","RentalEquipmentType","RightType","RoadType","StorageType","Structure","SignType","TransactionType","TotalBuildings","ViewType","WaterFrontType","WaterFrontName","AdditionalInformationIndicator","ZoningDescription","ZoningType","MoreInformationLink","BusinessType","BusinessSubType","EstablishedDate","Franchise","Name","OperatingSince","BathroomTotal","BedroomsAboveGround","BedroomsBelowGround","BedroomsTotal","Age","Amenities","Amperage","Anchor","Appliances","ArchitecturalStyle","BasementDevelopment","BasementFeatures","BasementType","CeilingHeight","CeilingType","ClearCeilingHeight","ConstructedDate","ConstructionMaterial","ConstructionStatus","ConstructionStyleAttachment","ConstructionStyleOther","ConstructionStyleSplitLevel","CoolingType","ExteriorFinish","FireProtection","FireplaceFuel","FireplacePresent","FireplaceTotal","FireplaceType","Fixture","FlooringType","FoundationType","HalfBathTotal","HeatingFuel","HeatingType","RenovatedDate","RoofMaterial","RoofStyle","StoriesTotal","SizeExterior","SizeInterior","SizeInteriorFinished","StoreFront","TotalFinishedArea","Type","UnitType","UtilityPower","UtilityWater","VacancyRate","SizeTotal","SizeTotalText","SizeFrontage","AccessType","Acreage","LandAmenities","ClearedTotal","CurrentUse","Divisible","FenceTotal","FenceType","FrontsOn","LandDisposition","LandscapeFeatures","PastureTotal","Sewer","SizeDepth","SizeIrregular","SoilEvaluation","SoilType","SurfaceWater","TiledTotal","TopographyType","StreetAddress","AddressLine1","AddressLine2","StreetNumber","StreetName","StreetSuffix","StreetDirectionSuffix","UnitNumber","City","Province","PostalCode","Country","AdditionalStreetInfo","CommunityName","Neighbourhood","Subdivision","Utilities","Parking","OpenHouse","LiveStream","AlternateURL","CustomListing","Sold"
"71148","87342","48718","1397966,1666165","34","25718598","23011580","2023-06-15 19:10:53","42.29357","-82.85147","2023-10-14 01:42:31","realtypress","Railway",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TAKE EC ROW EAST TO PATILLO RD IN LAKESHORE SOUTH ON PATILLO FOR 1 KILOMETER",NULL,NULL,NULL,NULL,NULL,"Freehold",NULL,NULL,NULL,NULL,"1650000.00",NULL,NULL,"Vacant Land","Lot # 1 is a 2.56 acre parcel in the New """"High Tech Industrial Park"""" in Lakeshore , located south of the EC Row Expressway just off Patillo Rd. This New 66.9 acre Industrial Park will have a new L-shaped Road with entrances from Patillo Rd and Little Baseline Rd. The proposed name of the road is High Tech Drive that will have new fully serviced industrial lots . Lot 1 is 2.56 acres offered For Sale at $ 644,500.00 per acre. This lot can be combined together with other lots to create larger acreages. The owner of the property is in the final stages of Plan of Sub-Division approval with the Municipality of Lakeshore and County of Essex. The 66.9 acres are already Zoned M1 Industrial with many permitted uses. (id:50029)",NULL,NULL,NULL,NULL,NULL,NULL,"For sale",NULL,NULL,NULL,NULL,NULL,"M1 INDUSTR",NULL,"https://www.realtor.ca/real-estate/25718598/lot-1-high-tech-drive-lakeshore",NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"False",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"239 +/- FEET FRONTAGE x 436 +/- FEET DEPTH",NULL,NULL,"false","Railway",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"239 +/- FEET FRONTAGE x 436 +/- FEET DEPTH",NULL,NULL,NULL,NULL,NULL,"LOT 1 HIGH TECH DRIVE","LOT 1 HIGH TECH DRIVE",NULL,"LOT 1","HIGH TECH","Drive",NULL,NULL,"lakeshore","Ontario","N8N2L9","Canada",NULL,NULL,NULL,NULL,"[]","[]","[]","[]","[]","0","0"
"71287","87481","48718","1397966,1666165","34","25718595","23011583","2023-06-15 19:19:10","42.29357","-82.85147","2023-10-14 01:43:19","realtypress","Railway",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TAKE EC ROW EAST TO PATILLO RD IN LAKESHORE SOUTH ON PATILLO FOR 1 KILOMETER",NULL,NULL,NULL,NULL,NULL,"Freehold",NULL,NULL,NULL,NULL,"1560000.00",NULL,NULL,"Vacant Land","Lot # 3 is a 2.6 acre parcel in the New """"High Tech Industrial Park"""" in Lakeshore, located south of the EC Row Expressway just off Patillo Rd. This New 66.9 acre Industrial Park will have a new L-shaped Road with entrances from Patillo Rd and Little Baseline Rd. The proposed name of the road is High Tech Drive that will have new fully serviced industrial lots. Lot 3 is 2.6 acres offered For Sale at $ 600,000.00 per acre. This lot can be combined together with other lots to create larger acreages. The owner of the property is in the final stages of Plan of Sub-Division approval with the Municipality of Lakeshore and County of Essex. The 66.9 acres are already Zoned M1 Industrial with many permitted uses. (id:50029)",NULL,NULL,NULL,NULL,NULL,NULL,"For sale",NULL,NULL,NULL,NULL,NULL,"M1 INDUSTR",NULL,"https://www.realtor.ca/real-estate/25718595/lot-3-high-tech-drive-lakeshore",NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"False",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"258 +/- FEET FRONTAGE x 438 +/- FEET DEPTH",NULL,NULL,"false","Railway",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"258 +/- FEET FRONTAGE x 438 +/- FEET DEPTH",NULL,NULL,NULL,NULL,NULL,"LOT 3 HIGH TECH DRIVE","LOT 3 HIGH TECH DRIVE",NULL,"LOT 3","HIGH TECH","Drive",NULL,NULL,"lakeshore","Ontario","N8N2L9","Canada",NULL,NULL,NULL,NULL,"[]","[]","[]","[]","[]","0","0"
"71405","87599","48718","1397966,1666165","34","25718593","23011585","2023-06-15 19:19:09","42.29357","-82.85147","2023-10-14 01:43:58","realtypress","Railway",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TAKE EC ROW EAST TO PATILLO RD IN LAKESHORE SOUTH ON PATILLO FOR 1 KILOMETER",NULL,NULL,NULL,NULL,NULL,"Freehold",NULL,NULL,NULL,NULL,"1560000.00",NULL,NULL,"Vacant Land","Lot # 4 is a 2.6 acre parcel in the New """"High Tech Industrial Park"""" in Lakeshore, located south of the EC Row Expressway just off Patillo Rd. This New 66.9 acre Industrial Park will have a new L-shaped Road with entrances from Patillo Rd and Little Baseline Rd. The proposed name of the road is High Tech Drive that will have new fully serviced industrial lots. Lot 4 is 2.6 acres offered For Sale at $ 600,000.00 per acre. This lot can be combined together with other lots to create larger acreages. The owner of the property is in the final stages of Plan of Sub-Division approval with the Municipality of Lakeshore and County of Essex. The 66.9 acres are already Zoned M1 Industrial with many permitted uses. (id:50029)",NULL,NULL,NULL,NULL,NULL,NULL,"For sale",NULL,NULL,NULL,NULL,NULL,"M1 INDUSTR",NULL,"https://www.realtor.ca/real-estate/25718593/lot-4-high-tech-drive-lakeshore",NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"False",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"258 +/- FEET FRONTAGE x 438 +/- FEET DEPTH",NULL,NULL,"false","Railway",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"258 +/- FEET FRONTAGE x 438 +/- FEET DEPTH",NULL,NULL,NULL,NULL,NULL,"LOT 4 HIGH TECH DRIVE","LOT 4 HIGH TECH DRIVE",NULL,"LOT 4","HIGH TECH","Drive",NULL,NULL,"lakeshore","Ontario","N8N2L9","Canada",NULL,NULL,NULL,NULL,"[]","[]","[]","[]","[]","0","0"
"77238","93447","109232","1523263,1616999","35","26040578","2113274","2023-09-11 18:58:32","46.5225906","-80.9390564","2023-10-14 02:20:37","ddf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Freehold",NULL,NULL,NULL,NULL,"799000.00",NULL,NULL,"Vacant Land","5.082 Acres of M3 Zoned Industrial Land in Prime New Sudbury Location. Property is ONLY accessed through a 66 foot wide Right Of Way over the whole of 0 Lasalle Blvd, PIN# 735640179 as described in instrument number LT111247. This property is Part 1 of 2652 Lasalle Blvd. but to be ONLY accessed by the Right of Way as described above. Any buyer should verify with the Greater City of Sudbury as to potential uses for this property. Such as; Blasting Rock and Selling to create a Level building plateau at whatever elevation desirable; Building a structure within the mountain; or any M3 uses that are allowed under this zoning. This property is located at the end of Lasalle Blvd, which is a main artery through New Sudbury, close to all Sudbury amenities and by-passes to outlying areas. (id:50029)",NULL,NULL,NULL,NULL,NULL,NULL,"For sale",NULL,NULL,NULL,NULL,NULL,"M3",NULL,"https://www.realtor.ca/real-estate/26040578/2652-part-1-lasalle-boulevard-sudbury",NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"False",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"None",NULL,NULL,"3 - 10 acres",NULL,"Right-of-way","true",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2652 Part 1 Lasalle Boulevard","2652 Part 1 Lasalle Boulevard",NULL,NULL,NULL,NULL,NULL,NULL,"sudbury","Ontario","P3A4R7","Canada",NULL,NULL,NULL,NULL,"[]","{""Name"":""None""}","[]","[]","[]","0","0"
"260004","44251","79948","1523249","35","24616686","2104879","2023-11-02 04:05:57","46.1834068","-82.1242447","2023-11-02 03:14:36","ddf","Highway, Schools, Shopping",NULL,"Fishing, Quiet Area, Rural Setting",NULL,NULL,NULL,NULL,NULL,NULL,"0.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Freehold",NULL,NULL,NULL,NULL,"179900.00",NULL,NULL,"Vacant Land","New Price to Sell!! Lovely Wooded Lot of Approx. 62.48 Acres {as per Tax Bill} of mixed Bush to build your DREAM Home in a Quiet and Friendly Neighbourhood. Lot has the following amenities: 1} Easy year round access Road. 2} Hydro Line near the property. 3} Dug Well 4} Soil supports : Pine , Birch, Poplar  Apple tree. 5} Some acreage is cleared near the front of the lot which could be cultivated into a Huge Back yard. 6} Very near a boat launch to the Spanish River for fishing and other water activities. 7} Easy Access by boat to the mouth of the North Channel of Lake Huron and to Lake Huron leading to Manitoulin Island and Southern Ontario and Lake Erie through Detroit Michigan. 8} Back end of the Property could be used for Seasonal Hunting of Wild Life. 9}Whatever Else you can imagine!!! Buyer to verify the taxes  for Yr. 2023 and the zoning  and zoning permissibility as well as the acreage. (id:50029)",NULL,NULL,"Dirt Road",NULL,NULL,NULL,"For sale",NULL,NULL,NULL,NULL,NULL,"rural",NULL,"https://www.realtor.ca/real-estate/24616686/1181-river-road-n-massey",NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"False",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Dug Well",NULL,NULL,"463 X Irregular|50 - 100 acres",NULL,"Highway Nearby, Road access","true","Highway, Schools, Shopping",NULL,NULL,NULL,NULL,"Not fenced",NULL,NULL,NULL,NULL,NULL,NULL,"463 X Irregular",NULL,"Clay, Loam",NULL,NULL,NULL,"1181 River Road N","1181 River Road N",NULL,NULL,NULL,NULL,NULL,NULL,"massey","Ontario","P0P1P0","Canada",NULL,NULL,NULL,NULL,"[]","{""Name"":""Parking Space(s)""}","[]","[]","[]","0","0"
"264992","147841","48685","1628768","34","25526658","23007995","2023-10-08 00:09:29","45.5332298","-74.9940567","2023-11-02 19:17:40","ddf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Freehold",NULL,NULL,NULL,NULL,"499900.00",NULL,NULL,"Vacant Land","Welcome to 367 Water Steet located in desirable Lakeside Estates, Phase 2 a quaint development nestled just off of Old Tecumseh Road and Wallace Line in Lakeshore. This fully serviced oversized lot offers 65' feet of frontage and 241' of depth. This is a rare opportunity to buy this lot and hire your own builder or subcontract yourself. Looking for a custom design/built home? We can help... (id:50029)",NULL,NULL,NULL,NULL,NULL,NULL,"For sale",NULL,NULL,NULL,NULL,NULL,"RES",NULL,"https://www.realtor.ca/real-estate/25526658/367-water-street-lakeshore",NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"False",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"No Building",NULL,NULL,NULL,NULL,NULL,"65 X 241",NULL,NULL,"false",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"65 X 241",NULL,NULL,NULL,NULL,NULL,"367 WATER STREET","367 WATER STREET",NULL,"367","WATER","Street",NULL,NULL,"lakeshore","Ontario","N0R1A0","Canada",NULL,NULL,NULL,NULL,"[]","[]","[]","[]","[]","0","0"
"265001","147850","48685","1397526","34","25490880","23006329","2023-04-20 17:12:29","42.2843971","-83.0135117","2023-11-02 19:17:52","ddf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Freehold",NULL,NULL,NULL,NULL,"1100000.00",NULL,NULL,"Industrial","STAND ALONE BUILDING WITH A 5 TON CRANE. 6,500 SQ FT FOR LEASE OR SALE. ALSO AVAILABLE FOR LEASE 2.5 ACRE FENCED YARD. ZONED FOR MANUFACTURING OR RETAIL USE. (id:50029)",NULL,NULL,NULL,NULL,NULL,NULL,"For sale",NULL,NULL,NULL,NULL,NULL,"MD1.2/CD2",NULL,"https://www.realtor.ca/real-estate/25490880/2679-howard-windsor","Industrial","Industrial",NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"None",NULL,"Unknown",NULL,"False",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"55X120 FT",NULL,NULL,"false",NULL,NULL,NULL,NULL,NULL,"Fence",NULL,NULL,NULL,NULL,"Unknown",NULL,"55X120 FT",NULL,NULL,NULL,NULL,NULL,"2679 HOWARD","2679 HOWARD",NULL,"2679","HOWARD",NULL,NULL,NULL,"windsor","Ontario","N8X3X2","Canada",NULL,NULL,NULL,NULL,"[]","[]","[]","[]","[]","0","0"
"265161","148017","48685","1397526","34","19498899","18001935","2022-01-26 16:15:49","42.2843056","-83.0137405","2023-11-02 19:20:56","ddf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"9.75",NULL,"square feet",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Freehold",NULL,NULL,NULL,NULL,"0.00",NULL,NULL,"Industrial","FORMER EXEC U CENTER FOR LEASE. PROFESSINAL OFFICE SPACE AVAILABLE. OFFICE SPACE FROM 1,000 SQ FT TO 6,500 SQ FT. IDEAL FOR ACCOUNTING, MEDICAL, LEGAL, GENERAL. ADDT'L RENTS INCLUDE UTILITIES & TAX & COMMON MNTC. (id:50029)",NULL,NULL,NULL,NULL,NULL,NULL,"For lease",NULL,NULL,NULL,NULL,NULL,"MD1.2/CD2.",NULL,"https://www.realtor.ca/real-estate/19498899/2679-howard-windsor","Industrial","Industrial",NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"None",NULL,"Unknown",NULL,"False",NULL,NULL,NULL,NULL,NULL,NULL,"See Remarks",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"450X220",NULL,NULL,"false",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Unknown",NULL,"450X220",NULL,NULL,NULL,NULL,NULL,"2679 HOWARD","2679 HOWARD",NULL,"2679","HOWARD",NULL,NULL,NULL,"windsor","Ontario","N8X3X2","Canada",NULL,NULL,NULL,NULL,"[]","[]","[]","[]","[]","0","0"
"265162","148018","48685","1397526","34","19498898","18001936","2023-04-27 17:09:25","42.2843056","-83.0137405","2023-11-02 19:20:57","ddf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Freehold",NULL,NULL,NULL,NULL,"2050000.00",NULL,NULL,"Vacant Land","FENCED GRAVEL LOT FOR SALE OR LEASE. 2.5 ACRES OFF EDINBOROUGH. IDEAL FOR MANUFACTURING OR TRUCKING. PPTY WILL REQUIRE SEVERANCE IF SOLD. ALSO WILL BUILD TO SUIT. (id:50029)",NULL,NULL,NULL,NULL,NULL,NULL,"For sale",NULL,NULL,NULL,NULL,NULL,"MD1.2/CD2.",NULL,"https://www.realtor.ca/real-estate/19498898/2679-howard-windsor",NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"False",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2.5 ACRES",NULL,NULL,"false",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Unknown",NULL,"2.5 ACRES",NULL,NULL,NULL,NULL,NULL,"2679 HOWARD","2679 HOWARD",NULL,"2679","HOWARD",NULL,NULL,NULL,"windsor","Ontario","N8X3X2","Canada",NULL,NULL,NULL,NULL,"[]","[]","[]","[]","[]","0","0"
"265163","148019","48685","1397526","34","19498897","18001937","2021-05-17 17:03:38","42.2843056","-83.0137405","2023-11-02 19:20:57","ddf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"5500.00","Monthly",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Freehold",NULL,NULL,NULL,NULL,"0.00",NULL,NULL,"Vacant Land","FENCED GRAVEL LOT FOR SALE OR LEASE. 2.5 ACRES OFF EDINBOROUGH. IDEAL FOR MANUFACTURING OR TRUCKING. PPTY WILL REQUIRE SEVERANCE IF SOLD. ALSO WILL BUILD TO SUIT. (id:50029)",NULL,NULL,NULL,NULL,NULL,NULL,"For lease",NULL,NULL,NULL,NULL,NULL,"MD1.2/CD2.",NULL,"https://www.realtor.ca/real-estate/19498897/2679-howard-windsor",NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"False",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2.5 ACRES",NULL,NULL,"false",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Unknown",NULL,"2.5 ACRES",NULL,NULL,NULL,NULL,NULL,"2679 HOWARD","2679 HOWARD",NULL,"2679","HOWARD",NULL,NULL,NULL,"windsor","Ontario","N8X3X2","Canada",NULL,NULL,NULL,NULL,"[]","[]","[]","[]","[]","0","0"
"265298","148159","48685","1397526","34","20066685","18009799","2023-06-13 19:19:55","42.3102341","-82.9383698","2023-11-02 19:22:32","ddf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Corner Site",NULL,"15.75",NULL,"square feet",NULL,NULL,NULL,NULL,NULL,NULL,"CORNER OF LAUZON PARKWAY & TECUMSEH RD E",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00",NULL,NULL,"Industrial","1 UNIT REMAINING, 1,400 SQ FT END CAP UNIT WITH ABILITY TO PUT SMALL OUTDOOR PATIO. WILL BUILD TO SUIT UP TO 10,000 SQ FT. (id:50029)",NULL,NULL,NULL,NULL,NULL,NULL,"For lease",NULL,NULL,NULL,NULL,NULL,"COMM",NULL,"https://www.realtor.ca/real-estate/20066685/2601-lauzon-parkway-unit-3-windsor",NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Air Conditioned, Central air conditioning",NULL,"Alarm system",NULL,"False",NULL,NULL,NULL,"Carpeted",NULL,NULL,"Electric, Natural gas","Hot Water",NULL,NULL,NULL,NULL,NULL,"1400.0000",NULL,NULL,"1400 sqft",NULL,NULL,NULL,NULL,NULL,NULL,"0X",NULL,NULL,"false",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0X",NULL,NULL,NULL,NULL,NULL,"2601 LAUZON PARKWAY Unit# 3","2601 LAUZON PARKWAY Unit# 3",NULL,"2601","LAUZON","Parkway",NULL,"3","windsor","Ontario","N8T1C5","Canada",NULL,NULL,NULL,NULL,"[]","[]","[]","[]","[]","0","0"
"265305","148168","48685","1397526","34","24126598","22004256","2023-07-05 19:09:56","42.2522507","-82.9655151","2023-11-02 19:22:37","ddf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"18.50",NULL,"square feet",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Freehold",NULL,NULL,NULL,NULL,"0.00",NULL,NULL,"Industrial","FORMER PETSMART LOCATION W/HIGH EXPOSURE NEXT TO COSTCO. AVAILABLE FEBRUARY 2024. WILL DIVIDE SPACE, MIN 5K SQ FT. (id:50029)",NULL,NULL,NULL,NULL,NULL,NULL,"For lease",NULL,NULL,NULL,NULL,NULL,"COMM",NULL,"https://www.realtor.ca/real-estate/24126598/4001-legacy-park-road-windsor","Restaurant","Restaurant",NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2002",NULL,NULL,NULL,NULL,NULL,"Air Conditioned",NULL,"Smoke Detectors",NULL,"False",NULL,NULL,NULL,"Carpeted",NULL,NULL,"Electric, Natural gas","Forced air",NULL,NULL,NULL,NULL,NULL,"28000.0000",NULL,NULL,"28000 sqft",NULL,NULL,NULL,NULL,NULL,NULL,"0X",NULL,NULL,"false",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0X",NULL,NULL,NULL,NULL,NULL,"4001 LEGACY PARK ROAD","4001 LEGACY PARK ROAD",NULL,"4001","LEGACY PARK","Road",NULL,NULL,"windsor","Ontario","N8W5S6","Canada",NULL,NULL,NULL,NULL,"[]","[]","[]","[]","[]","0","0"
"265327","148190","48685","1628768","34","25526653","23008000","2023-10-08 00:09:29","44.7477417","-79.7678757","2023-11-02 19:22:55","ddf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Freehold",NULL,NULL,NULL,NULL,"499900.00",NULL,NULL,"Vacant Land","Welcome to 108 Bay Street located in desirable Lakeside Estates, Phase 2 a quaint development nestled just off of Old Tecumseh Road and Wallace Line in Lakeshore. This fully serviced oversized lot offers 60' feet of frontage and just under 130 of depth. This is a rare opportunity to buy this lot and hire your own builder or subcontract yourself. Looking for a custom design/built home? We can help... (id:50029)",NULL,NULL,NULL,NULL,NULL,NULL,"For sale",NULL,NULL,NULL,NULL,NULL,"RES",NULL,"https://www.realtor.ca/real-estate/25526653/108-bay-street-lakeshore",NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"False",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"No Building",NULL,NULL,NULL,NULL,NULL,"60 X 129.99",NULL,NULL,"false",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"60 X 129.99",NULL,NULL,NULL,NULL,NULL,"108 BAY STREET","108 BAY STREET",NULL,"108","BAY","Street",NULL,NULL,"lakeshore","Ontario","N0R1A0","Canada",NULL,NULL,NULL,NULL,"[]","[]","[]","[]","[]","0","0"
