"property_id","PostID","Offices","Agents","Board","ListingID","DdfListingID","LastUpdated","Latitude","Longitude","GeoLastUpdated","GeoSource","AmmenitiesNearBy","CommunicationType","CommunityFeatures","Crop","EquipmentType","Easement","FarmType","Features","IrrigationType","Lease","LeasePerTime","LeasePerUnit","LeaseTermRemaining","LeaseTermRemainingFreq","LeaseType","ListingContractDate","LiveStockType","LoadingType","LocationDescription","Machinery","MaintenanceFee","MaintenanceFeePaymentUnit","MaintenanceFeeType","ManagementCompany","OwnershipType","ParkingSpaceTotal","Plan","PoolType","PoolFeatures","Price","PricePerTime","PricePerUnit","PropertyType","PublicRemarks","RentalEquipmentType","RightType","RoadType","StorageType","Structure","SignType","TransactionType","TotalBuildings","ViewType","WaterFrontType","WaterFrontName","AdditionalInformationIndicator","ZoningDescription","ZoningType","MoreInformationLink","BusinessType","BusinessSubType","EstablishedDate","Franchise","Name","OperatingSince","BathroomTotal","BedroomsAboveGround","BedroomsBelowGround","BedroomsTotal","Age","Amenities","Amperage","Anchor","Appliances","ArchitecturalStyle","BasementDevelopment","BasementFeatures","BasementType","CeilingHeight","CeilingType","ClearCeilingHeight","ConstructedDate","ConstructionMaterial","ConstructionStatus","ConstructionStyleAttachment","ConstructionStyleOther","ConstructionStyleSplitLevel","CoolingType","ExteriorFinish","FireProtection","FireplaceFuel","FireplacePresent","FireplaceTotal","FireplaceType","Fixture","FlooringType","FoundationType","HalfBathTotal","HeatingFuel","HeatingType","RenovatedDate","RoofMaterial","RoofStyle","StoriesTotal","SizeExterior","SizeInterior","SizeInteriorFinished","StoreFront","TotalFinishedArea","Type","UnitType","UtilityPower","UtilityWater","VacancyRate","SizeTotal","SizeTotalText","SizeFrontage","AccessType","Acreage","LandAmenities","ClearedTotal","CurrentUse","Divisible","FenceTotal","FenceType","FrontsOn","LandDisposition","LandscapeFeatures","PastureTotal","Sewer","SizeDepth","SizeIrregular","SoilEvaluation","SoilType","SurfaceWater","TiledTotal","TopographyType","StreetAddress","AddressLine1","AddressLine2","StreetNumber","StreetName","StreetSuffix","StreetDirectionSuffix","UnitNumber","City","Province","PostalCode","Country","AdditionalStreetInfo","CommunityName","Neighbourhood","Subdivision","Utilities","Parking","OpenHouse","LiveStream","AlternateURL","CustomListing","Sold"
"995615","370289","49491","1950799","64","26628760","SM240518","2024-03-15 20:46:36","46.1869049","-82.9535446","2024-03-15 22:12:42","ddf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00",NULL,NULL,NULL,NULL,NULL,"2024-03-15",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"39000.00",NULL,NULL,"Vacant Land","Vacant Building lot on north end of Woodward Ave. Municipal water and sewer services available. Great location to build (id:50029)",NULL,NULL,NULL,NULL,NULL,NULL,"For sale",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.realtor.ca/real-estate/26628760/lot-52-woodward-ave-blind-river-blind-river",NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"False",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"None",NULL,NULL,"60 x 200|under 1/2 acre","60.0000","Road access","false",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"No sewage system","200 ft","60 x 200",NULL,NULL,NULL,NULL,NULL,"Lot 52 Woodward AVE","Lot 52 Woodward AVE",NULL,NULL,NULL,NULL,NULL,NULL,"blind river","Ontario","P0R1B0","Canada",NULL,"Blind River",NULL,NULL,"{""Utility"":[{""Type"":""Cable"",""Description"":""Available""},{""Type"":""Electricity"",""Description"":""Available""},{""Type"":""Natural Gas"",""Description"":""Available""},{""Type"":""Telephone"",""Description"":""Available""}]}","[]","[]","[]","[]","0","0"
"995616","370290","49491","1950799","64","26628759","SM240517","2024-03-15 20:46:36","46.1868973","-82.9531937","2024-03-15 22:12:42","ddf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00",NULL,NULL,NULL,NULL,NULL,"2024-03-15",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"39000.00",NULL,NULL,"Vacant Land","Vacant building lot on north end of Woodward Ave. Full municipal water and sewer services available Great location to build (id:50029)",NULL,NULL,NULL,NULL,NULL,NULL,"For sale",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.realtor.ca/real-estate/26628759/lot-51-woodward-ave-blind-river-blind-river",NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"False",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"None",NULL,NULL,"60 x 200|under 1/2 acre","60.0000","Road access","false",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"No sewage system","200 ft","60 x 200",NULL,NULL,NULL,NULL,NULL,"Lot 51 Woodward AVE","Lot 51 Woodward AVE",NULL,NULL,NULL,NULL,NULL,NULL,"blind river","Ontario","P0R1B0","Canada",NULL,"Blind River",NULL,NULL,"{""Utility"":[{""Type"":""Cable"",""Description"":""Available""},{""Type"":""Electricity"",""Description"":""Available""},{""Type"":""Natural Gas"",""Description"":""Available""},{""Type"":""Telephone"",""Description"":""Available""}]}","[]","[]","[]","[]","0","0"
"1018047","374025","52504","2071973,1433223","91","26635786","TB240567","2024-03-18 20:52:50","48.4261093","-89.2839737","2024-03-18 21:15:18","ddf",NULL,"High Speed Internet",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00",NULL,NULL,NULL,NULL,NULL,"2024-03-18",NULL,NULL,"NW Corner of Oliver Rd and Thunder Bay Expressway",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2900000.00",NULL,NULL,"Vacant Land","Major high profile property on the NW corner of Oliver Road and Thunder Bay Expressway. Approximately 27 acres of prime residential land.  Close proximity to Lakehead University, Thunder Bay Regional Hospital and Confederation College. Urban Growth Zoning. (id:50029)",NULL,NULL,NULL,NULL,NULL,NULL,"For sale",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.realtor.ca/real-estate/26635786/8000-thunder-bay-expressway-thunder-bay-thunder-bay",NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"False",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"26.81 ac|10 - 49.99 acres","26.81 ac|10 - 49.99 acres","226.8900","Road access","true",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"26.81",NULL,NULL,NULL,NULL,NULL,"8000 Thunder Bay Expressway","8000 Thunder Bay Expressway",NULL,NULL,NULL,NULL,NULL,NULL,"thunder bay","Ontario","P7G1K4","Canada",NULL,"Thunder Bay",NULL,NULL,"{""Utility"":[{""Type"":""Cable"",""Description"":""Available""},{""Type"":""Electricity"",""Description"":""Available""},{""Type"":""Natural Gas"",""Description"":""Available""},{""Type"":""Telephone"",""Description"":""Available""}]}","[]","[]","[]","[]","0","0"
"1222227","254251","286213","1987126","90","26399001","TM240030","2024-04-03 18:50:21","49.25014","-84.49983","2024-04-03 19:17:46","realtypress",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00",NULL,NULL,NULL,NULL,NULL,"2024-01-04",NULL,NULL,"Highway 11 turn onto highway 624 for about 18.8 kms turn onto forest access road",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"250000.00",NULL,NULL,"Vacant Land","78 plus acres of Northern Ontario Wilderness.   Located in the unorganized township of Marter is this 78.75 acre lot.  You can drive to the lot 3 seasons of the year just a short distance off of Highway 624/  Crown land on 3 sides.  Lots of lakes in the area. (id:50029)",NULL,NULL,NULL,NULL,NULL,NULL,"For sale",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.realtor.ca/real-estate/26399001/lot-1-con-5-pcl-6283-6284-6285-6286-west-of-road-marter-twp-marter-twp",NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"False",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"None",NULL,"78.75 ac|51 - 100 acres","78.75 ac|51 - 100 acres",NULL,NULL,"true",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"No sewage system",NULL,"78.75",NULL,NULL,NULL,NULL,NULL,"Lot 1 Con 5 PCL 6283, 6284, 6285, 6286 West of Road","Lot 1 Con 5 PCL 6283, 6284, 6285, 6286 West of Road",NULL,NULL,NULL,NULL,NULL,NULL,"marter twp","Ontario","P0J1H0","Canada",NULL,"Marter TWP",NULL,NULL,"[]","[]","[]","[]","[]","0","0"
"1222246","248022","286213","1987126","90","26388263","TM240027","2024-04-03 18:50:21","49.25014","-84.49983","2024-04-03 19:17:58","realtypress",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00",NULL,NULL,NULL,NULL,NULL,"2024-01-04",NULL,NULL,"Highway 11 turn onto highway 624 for about 18.8 kms turn onto forest access road",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"200000.00",NULL,NULL,"Vacant Land","80 plus acres of Northern Ontario Wilderness.   Located in the unorganized township of Marter is this 81.25 acre lot.  You can drive to the lot 3 seasons of the year just a short distance off of Highway 624/  Crown land on 3 sides.  Lots of lakes in the area. (id:50029)",NULL,NULL,NULL,NULL,NULL,NULL,"For sale",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.realtor.ca/real-estate/26388263/lot-1-con-5-pcl-6283-6284-6285-6286-east-of-road-marter-twp-marter-twp",NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"False",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"None",NULL,"81.25 ac|51 - 100 acres","81.25 ac|51 - 100 acres",NULL,NULL,"true",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"No sewage system",NULL,"81.25",NULL,NULL,NULL,NULL,NULL,"Lot 1 Con 5 PCL 6283, 6284, 6285, 6286 East of Road","Lot 1 Con 5 PCL 6283, 6284, 6285, 6286 East of Road",NULL,NULL,NULL,NULL,NULL,NULL,"marter twp","Ontario","P0J1H0","Canada",NULL,"Marter TWP",NULL,NULL,"[]","[]","[]","[]","[]","0","0"
"1222312","242105","286213","1987126","90","26378299","TM240003","2024-04-03 18:50:21","47.8217278","-79.8704758","2024-04-03 19:19:01","ddf",NULL,"High Speed Internet",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00",NULL,NULL,NULL,NULL,NULL,"2024-01-01",NULL,NULL,"From Highway 11 turn onto Third Street, turn left onto Eight Avenue property is on the right.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"40000.00",NULL,NULL,"Vacant Land","Building lot in Englehart in a great location!   Vacant building lot near the Public School and Secondary school, ball and soccer field, curling club and arena complex.   Services at the property line. (id:50029)",NULL,NULL,NULL,NULL,NULL,NULL,"For sale",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.realtor.ca/real-estate/26378299/65-eighth-ave-englehart-englehart",NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"False",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Municipal water",NULL,"0.2 ac|under 1/2 acre","0.2 ac|under 1/2 acre","66.0000",NULL,"false",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Municipal sewage system","132 ft","0.2",NULL,NULL,NULL,NULL,NULL,"65 Eighth AVE","65 Eighth AVE",NULL,NULL,NULL,NULL,NULL,NULL,"englehart","Ontario","P0J1H0","Canada",NULL,"Englehart",NULL,NULL,"{""Utility"":[{""Type"":""Electricity"",""Description"":""Available""},{""Type"":""Natural Gas"",""Description"":""Available""},{""Type"":""Telephone"",""Description"":""Available""}]}","[]","[]","[]","[]","0","0"
"1222396","188627","286213","1987126","90","26303267","TM232268","2024-04-03 18:50:21","47.81984","-79.87065","2024-04-03 19:20:20","realtypress",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00",NULL,NULL,NULL,NULL,NULL,"2023-11-22",NULL,NULL,"Highway 11 turn on 624, follow for 18.8 kms turn onto forest access road for",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"149000.00",NULL,NULL,"Vacant Land","Looking for your piece of Northern Wilderness!  Located in the unorganized township of Catharine township is this 32.07 acres property!  Drive to the property on this  3 season unmaintained road which is just a short distance off Highway 624. Crown land on three sides of the property. (id:50029)",NULL,NULL,NULL,NULL,NULL,NULL,"For sale",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.realtor.ca/real-estate/26303267/pcl-7324-7325-south-12-lot-1-con-1-part-1-2-marter-township-marter-township",NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"False",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"None",NULL,"32.07 ac|10 - 49.99 acres","32.07 ac|10 - 49.99 acres",NULL,NULL,"true",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"No sewage system",NULL,"32.07",NULL,NULL,NULL,NULL,NULL,"PCL 7324 & 7325 South 1/2 Lot 1 Con 1, Part 1 &2","PCL 7324 & 7325 South 1/2 Lot 1 Con 1, Part 1 &2",NULL,NULL,NULL,NULL,NULL,NULL,"marter township","Ontario","P0J1H0","Canada",NULL,"Marter Township",NULL,NULL,"[]","[]","[]","[]","[]","0","0"
"1222413","300905","286213","1987126","90","26485079","TM240228","2024-04-03 18:50:21","47.720108","-80.3195419","2024-04-03 19:20:33","ddf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00",NULL,NULL,NULL,NULL,NULL,"2024-02-06",NULL,NULL,"Highway 560 turn onto highway 570 (Bay Street) Charlton, left onto Robert Street, follow to main street, right on to Station Street to Lakeshore road.  Farrah Avenue is an unopened street at the end of McDonald Street which is off of Lakeshore.  lots are on the left when you get to top of MacDonad and see road running east west.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"125000.00",NULL,NULL,"Vacant Land","Two parcel for sale PCL 21023 Lots 211 - 21 and PCL 240303 which are lots 213-218 Combined provide you 394.92 ' wide by 125.97 deep.   Water is on Lakeshore, currently unmaintained road. (id:50029)",NULL,NULL,NULL,NULL,NULL,NULL,"For sale",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.realtor.ca/real-estate/26485079/lot-211-218-farrah-ave-charlton-dack-charlton-dack",NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"False",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"None",NULL,"1.17 ac|1 - 3 acres","1.17 ac|1 - 3 acres","394.9200",NULL,"true",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"No sewage system",NULL,"1.17",NULL,NULL,NULL,NULL,NULL,"Lot 211-218 Farrah AVE","Lot 211-218 Farrah AVE",NULL,NULL,NULL,NULL,NULL,NULL,"charlton-dack","Ontario","P0J1B0","Canada",NULL,"Charlton-Dack",NULL,NULL,"[]","[]","[]","[]","[]","0","0"
"1245007","413620","79979","2066896","35","25522207","2110691","2024-04-05 21:45:53","45.6082726","-74.7357178","2024-04-05 22:19:39","ddf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Freehold",NULL,NULL,NULL,NULL,"80000.00",NULL,NULL,"Vacant Land","Looking for the perfect spot to build your dream home or start a business? Look no further than 0 Highway 17 East, 14.323 Acres (GEO) of Vacant Land located in Markstay! This spacious and versatile property is ideal for anyone seeking a blank canvas on which to create their ideal living or working space. At 14.323 acres, this property offers ample room for whatever you have in mind. Whether you're looking to build a sprawling estate home with room to roam, or you're hoping to establish a thriving business in a high-traffic area, this property is sure to meet your needs. Located in Markstay, this property is conveniently situated just minutes from all the amenities you need, including shopping, dining, and entertainment. And with easy access to major highways and transportation routes, it's easy to get wherever you need to go. So why wait? Inquire within for more details on this incredible property today, and start turning your dreams into reality! (id:50029)",NULL,NULL,"Paved road",NULL,NULL,NULL,"For sale",NULL,NULL,NULL,NULL,NULL,"RU",NULL,"https://www.realtor.ca/real-estate/25522207/0-e-highway-17-markstay",NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"False",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"None",NULL,NULL,"2,165 X IRR|10 - 50 acres",NULL,"Highway access, Year-round access","true",NULL,NULL,NULL,NULL,NULL,"Other",NULL,NULL,NULL,NULL,NULL,NULL,"2,165 X IRR",NULL,"Unknown",NULL,NULL,NULL,"0 E Highway 17","0 E Highway 17",NULL,NULL,NULL,NULL,NULL,NULL,"markstay","Ontario","P0M1X0","Canada",NULL,NULL,NULL,NULL,"[]","{""Name"":""None""}","[]","[]","[]","0","0"
"1256109","360153","52504","1433228","91","26606622","TB240499","2024-04-06 22:21:14","48.7483482","-86.341301","2024-04-06 23:22:55","ddf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Crushed stone driveway",NULL,"0.00",NULL,NULL,NULL,NULL,NULL,"2024-03-11",NULL,NULL,"24 KLM WEST OF MARATHON ON HWY 17, DIRECTLY ACROSS FROM NEYS PROVINCIAL PARK.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"799000.00",NULL,NULL,"Single Family","Situated directly across from the Neys Provincial Park on Hwy 17 just 25 kilometers west of Marathon, this 6.9 acre property offers a picturesque setting with mature trees and serene surroundings. Deciding whether to keep the property as your own residential space or reopen it as a business depends on your personal preferences, financial goals, and lifestyle choices. The main living quarters provide comfortable accommodation for the owner or caretaker, while a separate modular home with two bedrooms and a spacious deck offers additional living space and income. Outdoor enthusiasts will appreciate the campground facilities, including two cozy Bunkie's and a wild game cooler for preserving freshly caught game. The property also features a large garage, comfort station, and designated trailer storage area, catering to various recreational needs. A transferrable 4-acre land use permit adds value, providing room for storage and pump house access. For more information, visit www.chrisjoubert.ca. (id:50029)",NULL,NULL,NULL,"Storage Shed","Shed",NULL,"For sale",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.realtor.ca/real-estate/26606622/1-hwy-17-hwy-coldwell-twp-coldwell-twp",NULL,NULL,NULL,NULL,NULL,NULL,"2","4",NULL,"4",NULL,NULL,NULL,NULL,"Stove, Dryer, Microwave, Dishwasher, Refrigerator, Washer","2 Level",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Detached",NULL,NULL,NULL,"Cedar Siding",NULL,"Pellet","True",NULL,"Woodstove,Stove",NULL,NULL,"Poured Concrete","1","Electric, Pellet","Baseboard heaters, Wood Stove",NULL,NULL,NULL,"2",NULL,"3000.0000",NULL,NULL,NULL,NULL,NULL,NULL,"Lake/River Water Intake",NULL,"6.9 ac|3 - 10 acres","6.9 ac|3 - 10 acres","455.0000",NULL,"true",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Septic System",NULL,"6.9",NULL,NULL,NULL,NULL,NULL,"1 HWY 17 HWY","1 HWY 17 HWY",NULL,NULL,NULL,NULL,NULL,NULL,"coldwell twp","Ontario","P0T2E0","Canada",NULL,"COLDWELL TWP",NULL,NULL,"{""Utility"":[{""Type"":""Electricity"",""Description"":""Available""},{""Type"":""Telephone"",""Description"":""Available""}]}","[{""Name"":""Garage""},{""Name"":""Detached Garage""},{""Name"":""Gravel""}]","[]","[]","[]","0","0"
"1274299","286020","48691","1397631,2061099","34","25199875","23000977","2024-04-08 18:08:48","42.0349017","-82.9082697","2024-04-08 18:27:45","realtypress",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Freehold",NULL,NULL,NULL,NULL,"269000.00",NULL,NULL,"Vacant Land","LARGE CORNER LOT NEAR DOWNTOWN HARROW. FULLY SERVICED LOT. IMMEDTIATE POSSESSION. BUILD YOUR OWN HOME, AND WE WILL BUILD TO SUIT. Should L/S or any other Realtor in the Listing Brokerage introduce the property to the buyer or the buyer’s family by way of a private showing, a 25% fee will be withheld from the Co-operating Brokerage Commission on Closing. (id:50029)",NULL,NULL,NULL,NULL,NULL,NULL,"For sale",NULL,NULL,NULL,NULL,NULL,"RES",NULL,"https://www.realtor.ca/real-estate/25199875/part-1-sunset-drive-essex",NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"False",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"110.00 X 77.00",NULL,NULL,"false",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"110.00 X 77.00",NULL,NULL,NULL,NULL,NULL,"PART 1 SUNSET DRIVE","PART 1 SUNSET DRIVE",NULL,"PART 1","SUNSET","Drive",NULL,NULL,"essex","Ontario","N0R1G0","Canada",NULL,NULL,"Harrow",NULL,"[]","[]","[]","[]","[]","0","0"
"1274701","286260","48691","1397631,2061099","34","25198721","23000968","2024-04-08 18:08:48","42.03447","-82.9083","2024-04-08 18:32:16","realtypress",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"COUNTY RD 20 TO SUNSET DRIVE",NULL,NULL,NULL,NULL,NULL,"Freehold",NULL,NULL,NULL,NULL,"289000.00",NULL,NULL,"Vacant Land","LARGE LOT NEAR DOWNTOWN HARROW. FULLY SERVICES LOT. IMMEDIATE POSSESSION. BUILD YOUR OWN HOME OR WE WILL BUILD TO SUIT. Should L/S or any other Realtor in the Listing Brokerage introduce the property to the buyer or the buyer’s family by way of a private showing, a 25% fee will be withheld from the Co-operating Brokerage Commission on Closing. (id:50029)",NULL,NULL,NULL,NULL,NULL,NULL,"For sale",NULL,NULL,NULL,NULL,NULL,"RES",NULL,"https://www.realtor.ca/real-estate/25198721/part-2-sunset-drive-essex",NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"False",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"No Building",NULL,NULL,NULL,NULL,NULL,"55 X 152",NULL,NULL,"false",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"55 X 152",NULL,NULL,NULL,NULL,NULL,"PART 2 SUNSET DRIVE","PART 2 SUNSET DRIVE",NULL,"PART 2","SUNSET","Drive",NULL,NULL,"essex","Ontario","N0R1G0","Canada",NULL,NULL,"Harrow",NULL,"[]","[]","[]","[]","[]","0","0"
